x,y,z
-53.3149,116.004,-65.0077
-54.7811,113.783,-71.4076
-58.4641,121.477,-67.381
-55.4966,115.868,-62.5947
-58.6879,114.706,-62.7255
-60.6511,115.548,-68.2832
-55.9424,117.958,-72.7409
-55.327,115.823,-65.4179
-54.7735,118.304,-67.8888
-58.8547,119.828,-63.1858
-53.0302,120.969,-66.8196
-59.3191,116.978,-65.4754
-57.3416,114.864,-71.334
-61.5833,121.295,-66.1614
-58.7294,123.012,-68.8479
-55.8477,120.754,-66.4576
-58.1693,116.111,-71.0623
-56.0113,121.194,-68.3935
-55.8954,120.797,-67.3807
-52.7998,116.833,-69.4024
-53.7121,118.959,-63.1003
-52.6873,124.237,-68.7619
-62.9266,114.932,-65.9557
-56.7305,117.914,-66.7705
-63.6627,119.093,-63.7191
-56.6926,119.4,-70.121
-59.385,122.98,-66.5212
-59.7943,117.272,-69.1048
-54.6778,120.625,-68.1611
-56.577,119.651,-68.9032
-56.7643,116.809,-69.2103
-56.3506,114.101,-66.2301
-53.1815,121.859,-68.4448
-55.6984,120.438,-71.3171
-52.0126,117.542,-65.1123
-57.9462,119.672,-65.4635
-55.1455,120.755,-72.7315
-53.1244,114.936,-68.3633
-56.9314,120.312,-68.095
-54.2168,117.828,-72.0094
-55.404,122.944,-66.9936
-56.8486,124.209,-65.8574
-48.3973,118.48,-66.1507
-58.0987,119.626,-68.8378
-55.6344,117.006,-61.7292
-59.8691,112.85,-71.0544
-57.2038,115.865,-65.4306
-50.623,114.358,-66.3471
-56.0274,115.879,-65.2805
-58.2447,119.489,-67.2154
-58.2091,117.222,-64.9767
-54.9433,119.362,-68.7503
-58.5183,117.683,-69.0416
-52.5182,119.69,-64.7523
-57.6976,120.467,-66.6977
-57.0697,120.992,-64.8817
-52.9954,117.144,-71.9237
-55.4242,117.153,-72.7412
-51.9092,119.669,-66.6584
-57.5233,121.195,-72.7234
-49.9221,125.361,-66.2793
-51.8942,115.371,-67.0971
-48.2919,122.811,-66.2566
-56.9951,115.757,-62.6372
-54.0885,118.11,-66.7599
-56.4812,120.902,-69.1576
-55.6693,124.048,-66.2044
-55.7115,118.624,-67.1094
-60.6584,119.97,-71.0823
-57.4874,127.229,-68.1628
-55.4766,118.274,-66.8884
-56.1078,116.305,-71.3772
-53.0606,124.878,-66.3269
-60.6432,123.626,-69.7648
-54.1487,115.106,-69.3
-54.7013,115.085,-61.7197
-61.9537,116.383,-68.4924
-56.7664,121.018,-72.7195
-57.437,124.828,-67.5124
-51.3795,118.824,-68.423
-54.8392,121.732,-66.9796
-59.5832,118.002,-66.5623
-55.2589,118.35,-64.9746
-54.7921,117.019,-67.2742
-58.2573,119.852,-64.392
-56.8659,120.71,-70.8583
-58.1573,121.385,-68.9474
-55.4286,118.531,-65.4281
-58.9321,118.958,-69.4583
-54.5458,122.103,-65.3852
-51.5961,111.661,-64.4319
-56.1528,121.071,-65.5466
-58.1069,114.136,-64.4376
-56.8559,118.796,-65.81
-54.338,121.195,-65.2811
-61.7365,118.942,-72.7364
-62.3332,121.126,-70.3156
-60.4348,126.916,-66.8924
-61.7176,119.197,-70.3222
-56.8074,118.195,-71.288
-56.4909,117.135,-65.0718
-55.2365,116.85,-66.2751
-57.9268,119.438,-69.3908
-57.4343,120.925,-65.8823
-58.8672,116.375,-63.8469
-59.3307,117.6,-70.6637
-60.6913,119.43,-67.5231
-56.0362,114.506,-70.1601
-55.6128,114.845,-68.3585
-56.1662,121.785,-69.6653
-56.8824,120.389,-67.6345
-51.9245,120.048,-64.4808
-56.5171,118.902,-67.2474
-60.3535,119.175,-68.0986
-50.0553,120.889,-69.2909
-59.1758,116.005,-68.3296
-58.0514,125.723,-62.8864
-48.5084,116.888,-67.4233
-56.5281,123.766,-61.7157
-53.8081,119.113,-70.3531
-57.8263,118.103,-67.3996
-53.8583,120.063,-66.2558
-57.7086,120.323,-70.1716
-53.8346,121.69,-68.3649
-57.6221,127.301,-67.1959
-62.3672,124.287,-64.7176
-62.931,122.767,-68.0017
-58.8668,119.105,-62.6141
-61.867,120.99,-67.9391
-62.1549,120.601,-63.7626
-62.8494,112.565,-64.9863
-53.1009,116.367,-69.9064
-56.8713,119.711,-68.6047
-57.1205,115.627,-72.7173
-56.0297,120.237,-65.6891
-54.1204,120.977,-71.2321
-48.4323,117.638,-66.1596
-60.9169,116.844,-64.2518
-53.3011,119.047,-64.353
-60.0767,121.091,-65.3599
-52.7963,117.11,-61.7568
-57.3697,118.533,-70.3279
-60.8175,118.435,-67.7455
-52.0098,120.776,-70.3672
-53.5812,112.066,-67.1473
-55.064,124.016,-63.414
-56.4315,115.01,-64.2035
-54.1369,119.738,-66.5959
-49.9661,117.967,-65.1669
-61.1821,121.591,-62.5755
-55.9378,118.962,-71.7108
-61.3673,119.335,-69.5629
-53.5953,115.958,-70.4292
-64.1747,119.932,-69.2652
-57.2734,123.933,-63.3151
-61.8614,115.571,-71.2432
-55.2486,119.942,-66.9428
-53.2041,120.861,-63.3001
-54.107,117.89,-69.0858
-56.5724,111.864,-66.682
-54.1043,111.544,-65.8185
-50.5228,124.008,-68.025
-57.7406,113.802,-72.4582
-61.6601,126.316,-65.0952
-61.3272,122.767,-66.9683
-56.0473,117.982,-63.7874
-55.7797,120.392,-63.8935
-54.844,117.37,-69.4532
-59.0783,119.951,-68.6651
-62.1298,117.992,-66.1277
-53.3083,114.347,-70.7856
-60.7628,120.815,-69.8205
-59.9446,124.756,-69.7346
-54.7115,116.103,-64.2797
-54.148,118.915,-66.9505
-58.071,121.7,-66.9034
-57.9398,122.033,-66.4027
-57.8718,118.081,-68.409
-59.023,125.166,-65.2808
-53.7936,117.661,-63.9119
-56.8885,121.065,-68.3064
-56.2047,120.456,-68.1118
-55.4981,111.829,-64.4494
-56.1069,118.844,-62.3181
-51.5041,123.785,-67.7808
-54.6003,120.414,-68.8379
-52.4481,118.863,-69.2917
-55.1437,119.036,-68.0551
-57.1174,115.481,-63.9363
-56.9574,120.696,-63.0727
-56.4444,125.659,-66.4355
-57.5809,115.522,-66.7568
-57.2636,120.958,-68.749
-63.7707,120.376,-65.9393
-54.5438,121.066,-67.7863
-53.7649,114.138,-64.8018
-62.3576,120.205,-71.9508
-51.6691,123.314,-68.7641
-54.2594,124.329,-64.1294
-55.2585,122.238,-64.7867
-59.5749,115.762,-66.5038
-57.2823,124.835,-64.787
-47.7952,121.161,-67.4388
-56.0449,121.124,-70.1302
-59.5202,121.514,-72.752
-56.5927,118.913,-69.1773
-53.8739,125.505,-62.9854
-60.0487,118.465,-65.4072
-51.3449,120.774,-68.3177
-58.5374,117.41,-71.2009
-59.7086,121.735,-63.4047
-62.7448,123.968,-66.6376
-58.8446,125.373,-61.8201
-51.2399,121.657,-65.3891
-57.8092,121.53,-71.0755
-53.926,119.503,-68.6005
-58.3109,122.062,-61.7374
-61.6502,112.964,-66.2943
-56.7843,120.492,-65.1134
-54.6635,111.348,-64.5043
-59.7606,122.063,-69.4835
-57.4541,117.024,-61.7187
-59.0473,120.399,-67.4886
-60.2189,119.08,-71.0665
-52.8112,118.042,-68.7581
-62.2498,120.138,-72.6542
-50.0195,115.869,-68.0634
-57.365,113.31,-67.9375
-57.7235,116.98,-67.887
-56.3667,114.133,-69.1699
-53.1892,115.868,-66.7783
-54.078,119.679,-69.9026
-57.0457,122.025,-66.8371
-54.5878,119.026,-71.6089
-58.8742,124.308,-64.4252
-54.5613,117.252,-68.5319
-55.0585,113.459,-66.5913
-56.2289,119.638,-63.3534
-51.3835,119.405,-63.1395
-59.0013,124.601,-68.932
-52.6865,123.163,-69.7107
-54.6165,112.708,-68.159
-54.0394,124.085,-67.8815
-54.4177,114.097,-67.715
-52.2453,123.756,-67.0835
-58.1882,120.373,-69.1732
-54.588,115.049,-72.6946
-55.7631,119.274,-67.2024
-51.3846,123.113,-63.1359
-52.7941,120.729,-72.7229
-61.583,114.846,-69.414
-55.9424,122.016,-68.9569
-60.5429,124.282,-65.7463
-57.8743,122.069,-62.5438
-55.6691,123.506,-70.1205
-50.7406,117.927,-64.6792
-54.2754,113.435,-70.0296
-51.3766,118.691,-63.3619
-56.1092,122.688,-63.2349
-57.1291,120.798,-64.1889
-56.6717,118.454,-69.6225
-54.2803,123.278,-64.755
-59.1065,114.552,-63.5252
-55.4058,118.1,-71.2022
-51.1629,122.812,-64.7262
-57.3056,120.503,-64.6062
-55.0347,112.977,-65.6942
-51.9089,115.59,-68.1463
-55.6926,119.85,-68.5982
-58.5201,123.78,-67.6057
-57.5695,115.446,-70.7453
-52.4093,112.854,-68.06
-52.8429,114.11,-66.9955
-61.0336,116.094,-65.8316
-57.4317,118.097,-68.1466
-56.0325,116.932,-69.7447
-54.9874,125.673,-68.7741
-58.9351,114.461,-65.9958
-55.3476,115.061,-67.1666
-51.3174,115.175,-65.0753
-56.795,118.687,-68.3748
-58.0325,119.492,-66.3812
-61.7299,117.486,-64.197
-53.9103,118.864,-64.3889
-58.9678,118.071,-67.4528
-57.4564,120.452,-72.7149
-56.5894,120.331,-67.3158
-59.9757,122.133,-71.0462
-50.4462,116.776,-65.662
-56.5267,119.882,-66.9177
-57.0931,117.191,-67.0789
-63.4529,118.659,-68.1834
-55.3824,122.347,-72.6427
-50.608,120.576,-71.0476
-62.5145,119.582,-69.2576
-58.7857,121.672,-64.5339
-55.9447,117.526,-66.6618
-56.4802,121.987,-63.828
-60.4398,119.813,-68.4307
-55.8722,120.013,-66.4782
-59.6234,119.389,-68.8965
-55.2568,120.471,-67.6236
-53.9261,123.664,-69.7387
-57.1146,116.328,-71.8719
-59.0225,116.321,-69.9497
-53.602,120.576,-65.9606
-51.7579,121.473,-71.8563
-59.5759,123.823,-67.6124
-50.8232,126.132,-66.0494
-59.0614,118.331,-72.7328
-63.4104,125.347,-65.3565
-58.5049,118.727,-66.7801
-55.649,120.117,-68.0631
-58.6533,117.946,-63.0615
-54.8302,118.674,-66.9348
-58.8612,116.148,-61.9052
-57.1629,123.008,-66.1851
-50.1536,119.083,-71.1446
-58.7253,120.738,-71.8002
-61.5572,114.161,-64.8712
-57.0811,124.122,-67.3175
-57.9635,118.436,-64.9
-58.3283,127.067,-64.3713
-55.3026,119.088,-66.4648
-57.9628,115.922,-67.968
-55.2212,115.944,-70.1794
-56.0242,124.972,-69.7144
-48.6961,123.886,-67.608
-62.1363,116.496,-69.4783
-53.4057,122.644,-68.4858
-59.8061,119.321,-63.985
-54.7268,121.468,-64.2186
-61.7381,121.277,-64.8193
-56.2723,117.942,-67.3295
-51.4063,116.35,-63.3889
-56.9407,119.258,-68.5136
-57.2519,117.836,-65.4506
-55.9841,115.098,-70.8296
-55.2929,117.961,-65.6811
-59.7852,120.983,-68.8543
-59.9962,119.719,-69.9313
-56.7008,111.787,-64.5712
-59.6783,118.867,-67.2089
-57.0299,117.646,-70.0753
-57.6367,122.699,-71.6388
-61.1278,120.214,-66.9834
-55.169,124.675,-62.8401
-52.9,114.174,-62.4186
-57.4132,119.583,-67.528
-53.1178,113.187,-63.7252
-60.0075,118.412,-69.8687
-57.8102,125.155,-69.7284
-58.1464,121.974,-69.839
-53.0978,122.528,-71.6017
-56.9526,114.698,-67.9596
-55.0606,122.103,-68.0162
-62.0522,121.008,-62.2901
-61.1259,119.469,-65.0385
-58.1323,124.191,-66.2157
-53.3596,117.34,-66.9213
-57.6996,120.827,-65.0009
-61.5557,121.967,-61.7489
-61.8131,120.089,-62.06
-63.9478,121.359,-67.8248
-58.495,118.419,-69.3306
-59.9716,126.656,-65.6223
-62.803,121.214,-67.2748
-56.1297,114.1,-62.4565
-58.1679,122.365,-67.3618
-62.3805,122.524,-63.0471
-51.3906,113.327,-64.2104
-59.0315,115.214,-67.8696
-57.0928,116.722,-65.2807
-57.2177,122.951,-64.4904
-59.7968,120.534,-71.1654
-54.0557,120.281,-66.7184
-60.1462,121.271,-71.8328
-51.4303,119.168,-62.1911
-58.8407,116.175,-72.7262
-56.017,116.531,-72.7311
-56.2629,124.313,-69.7471
-55.2849,114.612,-65.5346
-57.3449,123.233,-70.5095
-53.0625,119.794,-64.2074
-61.6507,121.768,-72.3431
-60.0983,118.057,-67.9889
-58.7831,123.315,-61.7415
-50.774,120.569,-68.9041
-55.2149,121.002,-67.1261
-53.4231,121.175,-65.8578
-51.3795,117.192,-63.5312
-52.2779,120.111,-65.3921
-57.6002,119.511,-65.0432
-57.8806,122.586,-72.3104
-58.4323,117.474,-66.2182
-62.8364,122.64,-65.604
-61.7834,115.856,-72.7376
-56.2012,124.088,-64.6347
-49.3434,118.585,-68.5595
-56.3594,115.966,-68.5682
-56.8718,112.841,-69.3764
-55.3685,124.782,-63.7497
-48.069,122.467,-67.6999
-51.2631,117.827,-66.1686
-54.0247,117.765,-65.0184
-55.012,118.996,-67.2631
-61.7607,116.355,-62.9742
-61.9194,119.439,-68.0459
-54.3644,117.948,-68.5613
-58.714,120.037,-68.0859
-61.2885,124.271,-63.8416
-53.0303,116.331,-68.0978
-52.5904,119.003,-72.74
-53.539,122.973,-65.1053
-51.913,121.991,-65.5649
-63.3594,118.711,-66.4005
-49.0109,121.539,-65.7363
-60.1815,123.196,-63.2611
-61.4423,122.096,-64.1128
-64.2004,118.692,-65.211
-55.7519,125.292,-64.6915
-53.0861,123.155,-61.7399
-52.7836,121.354,-64.0311
-62.269,122.566,-69.7365
-62.6116,116.351,-66.5972
-55.4546,125.711,-62.8143
-55.3884,124.613,-64.7024
-59.3488,120.578,-64.2933
-61.4404,115.936,-67.5598
-55.9105,120.134,-69.3707
-56.5265,119.16,-64.0034
-61.0048,117.515,-72.7208
-57.6911,114.85,-65.9359
-56.1008,113.951,-72.4421
-56.1929,118.721,-65.3947
-61.6518,113.645,-70.8134
-61.2557,121.567,-67.4047
-54.7575,127.898,-66.2133
-56.9439,111.028,-66.7223
-56.6649,117.63,-62.7811
-55.5084,121.722,-61.7312
-60.0051,116.916,-65.3715
-61.4659,115.185,-64.4061
-56.4269,113.27,-64.7726
-62.7815,116.241,-70.2325
-58.8683,120.262,-64.6955
-62.3146,116.896,-64.8378
-63.459,118.013,-70.2739
-50.421,124.906,-67.4913
-57.3673,116.962,-70.3306
-53.6888,119.036,-61.7368
-58.0006,115.784,-62.2719
-52.8922,122.174,-66.5337
-51.895,118.737,-65.7091
-58.9969,119.742,-61.7389
-52.9373,119.478,-66.5566
-56.6954,118.515,-70.7561
-55.9588,120.422,-66.7783
-55.5834,118.71,-66.748
-52.07,113.709,-65.1926
-52.7981,114.928,-65.9708
-58.468,119.948,-65.0975
-56.846,123.689,-68.9909
-61.8962,119.777,-63.5469
-61.1869,117.989,-68.5292
-52.4467,121.775,-70.99
-52.783,121.891,-69.7367
-53.9573,118.504,-70.5431
-50.5026,124.069,-65.5924
-64.0606,121.376,-64.4427
-55.5197,117.924,-67.8818
-58.972,121.812,-68.2598
-55.7639,112.947,-64.2497
-55.5121,125.126,-65.8124
-52.4364,121.266,-63.3018
-57.2048,120.052,-68.9366
-53.2241,123.529,-63.3757
-56.2877,119.114,-66.9524
-61.3713,116.387,-70.0722
-53.2723,125.661,-64.7359
-55.9496,122.318,-70.8042
-54.2786,120.157,-64.6906
-56.3259,119.095,-64.9492
-56.6567,122.745,-65.0656
-61.3551,120.949,-61.7429
-54.8014,120.526,-65.6257
-53.9925,121.549,-66.302
-63.0775,120.107,-63.6492
-60.8796,114.655,-62.9631
-58.785,112.123,-64.1613
-56.1827,120.847,-63.9663
-61.7919,122.768,-65.4627
-52.3858,117.13,-64.5467
-57.0764,118.83,-67.7132
-57.6963,116.424,-67.4234
-56.7151,122.149,-70.9442
-54.0003,116.069,-65.4771
-60.097,123.25,-68.2809
-54.8909,117.792,-67.3832
-55.827,116.876,-63.6178
-56.0768,123.074,-65.6276
-56.98,114.743,-62.5588
-55.5699,117.407,-65.5303
-56.7808,115.53,-67.8608
-59.1883,119.303,-67.4169
-57.175,119.546,-66.0064
-57.8017,116.73,-72.7337
-51.7061,120.42,-72.6552
-59.1202,117.932,-65.2333
-55.8202,117.632,-69.2659
-58.8273,125.686,-67.5204
-54.0917,115.558,-67.6259
-55.2884,116.934,-65.6979
-57.1826,121.868,-69.1222
-57.2836,112.73,-63.3153
-56.061,124.802,-68.3183
-55.4522,118.62,-67.6206
-52.7998,121.757,-67.6819
-56.6372,123.414,-70.2828
-54.2259,121.51,-62.6656
-53.8952,117.512,-70.0683
-59.7329,115.884,-71.8408
-56.385,119.821,-67.7426
-57.2986,122.062,-66.2389
-54.5344,122.691,-71.5594
-55.5247,120.967,-69.2449
-57.5724,120.139,-71.5614
-56.6359,115.604,-71.1725
-55.6626,116.478,-66.2691
-52.7045,120.913,-71.3513
-52.7558,117.771,-63.2128
-54.4056,122.704,-66.0353
-58.3931,114.795,-68.1479
-55.0028,118.194,-65.3642
-61.1404,117.621,-62.2831
-52.8808,118.459,-63.853
-60.5376,119.304,-72.74
-58.6544,113.839,-67.6019
-53.4751,119.045,-65.6839
-57.5769,123.857,-68.5644
-53.2989,124.436,-63.0207
-52.268,113.888,-69.5672
-63.314,123.018,-68.9211
-55.4485,119.956,-69.2426
-57.4429,119.251,-69.3964
-54.8585,118.943,-63.4664
-57.7694,116.472,-64.3845
-55.0883,116.633,-67.4485
-58.8547,115.885,-64.9897
-57.3002,116.019,-66.9824
-60.1967,120.209,-63.1697
-56.2145,122.519,-70.0771
-55.4822,119.582,-61.72
-51.2922,120.181,-69.7485
-61.1107,121.788,-68.3015
-57.5556,120.798,-67.8921
-57.017,119.543,-68.2055
-54.3567,124.162,-62.672
-57.4811,118.158,-69.2271
-59.7614,118.682,-62.5649
-54.1074,119.522,-65.5624
-57.2047,117.175,-68.0274
-49.8761,121.688,-66.7182
-50.877,125.039,-65.6857
-56.8609,120.459,-69.7701
-56.5729,120.878,-67.6628
-54.3478,120.088,-70.9676
-52.8811,117.276,-68.149
-56.1813,117.818,-64.9926
-53.7207,123.418,-64.1776
-57.846,116.861,-63.0464
-57.4377,119.679,-68.2623
-54.1078,122.279,-69.5376
-52.2325,115.412,-62.5854
-53.4266,113.168,-65.4594
-56.4791,117.47,-64.5415
-54.2201,115.624,-63.4897
-53.7802,124.466,-64.4677
-48.8074,123.652,-65.7358
-58.1236,117.859,-68.0096
-53.6947,118.012,-72.7228
-53.4852,116.364,-72.7219
-54.3949,118.37,-72.7237
-56.1085,118.711,-67.2261
-59.0039,112.905,-65.45
-59.5411,117.081,-62.7363
-54.6266,118.732,-66.46
-55.1264,120.314,-66.2993
-57.7162,118.231,-71.3406
-55.9668,116.892,-65.9709
-50.469,121.603,-64.8016
-55.5069,116.787,-67.9604
-59.8558,117.651,-65.5093
-55.0614,123.077,-69.6632
-60.0022,111.856,-64.4911
-57.0996,120.107,-67.6542
-59.3301,126.792,-68.7798
-54.677,123.127,-70.4658
-55.1935,117.119,-70.7806
-59.3821,117.856,-69.0373
-52.1344,120.645,-65.9391
-59.2035,113.55,-65.9639
-54.3142,115.937,-72.7127
-52.5438,112.192,-64.7543
-54.5281,119.665,-66.9071
-57.6961,122.59,-68.4147
-50.0491,119.367,-65.0404
-53.2824,115.621,-61.7432
-57.5663,116.81,-66.0912
-55.826,119.951,-64.4172
-53.713,117.823,-65.789
-52.7934,117.158,-65.944
-58.2315,118.938,-64.7269
-54.6229,114.241,-61.7915
-57.9474,116.526,-69.0025
-56.8726,119.379,-67.233
-58.6323,120.714,-61.7451
-58.6606,117.247,-64.2082
-55.9483,116.78,-67.2674
-51.527,116.146,-66.5513
-56.1669,124.014,-68.6181
-61.0473,116.812,-67.7155
-55.7476,116.552,-72.0427
-61.3761,122.554,-69.7922
-61.1222,116.929,-71.1797
-60.0744,115.393,-69.0318
-51.2949,122.19,-66.2586
-63.583,117.741,-66.1575
-51.6114,120.764,-67.4292
-58.1867,121.84,-65.4016
-60.4078,122.413,-66.0026
-59.3702,124.075,-65.5265
-55.9319,113.917,-65.3262
-60.0082,115.666,-72.7432
-58.557,119.491,-67.7428
-53.5479,117.265,-71.3915
-56.4099,119.008,-66.0278
-55.2464,113.9,-69.6514
-54.514,116.245,-71.8166
-59.5028,121.917,-65.4642
-53.4512,121.024,-64.1344
-53.0355,118.726,-68.8413
-59.0724,118.958,-65.9019
-57.5528,113.894,-67.1079
-53.9721,118.863,-72.0865
-57.7474,124.11,-65.1763
-57.3244,118.128,-66.055
-58.6666,114.826,-64.1913
-56.4141,120.619,-66.8253
-54.3849,123.068,-67.7526
-55.2071,121.973,-71.1303
-60.7635,124.552,-68.7564
-55.0474,115.82,-68.3704
-53.1584,120.183,-61.7458
-58.5998,119.732,-70.5793
-62.9761,116.848,-70.7978
-52.6431,127.091,-65.0212
-52.9376,118.592,-71.8269
-56.3517,118.283,-66.6603
-54.4401,117.121,-66.8653
-56.0022,118.436,-68.8827
-52.2071,116.325,-66.0793
-52.2421,118.148,-69.4367
-60.914,111.3,-65.8293
-57.5343,118.212,-72.7252
-50.2167,118.276,-68.2614
-61.5753,118.377,-71.7889
-57.3956,121.541,-67.0388
-59.9481,119.872,-65.3812
-56.7016,114.392,-65.1348
-58.7914,122.457,-71.9052
-59.9362,116.641,-64.4581
-52.3353,121.077,-67.9093
-50.2367,122.194,-68.6847
-52.0931,123.715,-64.2336
-52.3154,124.766,-63.0889
-56.1075,113.794,-67.1487
-51.2693,124.017,-68.736
-55.6226,125.917,-67.5019
-52.8568,120.085,-69.8567
-56.1844,122.56,-72.3651
-61.2093,118.003,-63.603
-60.568,114.326,-71.2872
-52.2591,125.286,-64.7589
-58.8158,115.432,-63.4498
-60.294,114.24,-66.8358
-61.5772,121.284,-63.2874
-55.8601,118.872,-68.5678
-54.0835,118.176,-64.4231
-58.9794,116.972,-67.1651
-61.0836,125.225,-64.0389
-57.7433,118.893,-67.466
-50.7452,117.814,-68.9743
-63.9044,115.871,-64.7301
-57.3951,116.024,-70.2845
-54.5813,115.362,-67.1033
-50.5513,123.446,-64.875
-57.39,119.967,-66.1194
-56.2609,121.46,-66.9735
-58.1631,115.115,-64.8299
-48.3154,120.133,-66.7135
-56.1874,126.706,-68.0225
-59.9794,114.073,-62.7531
-51.5234,120.25,-63.0518
-56.0789,120.259,-72.6948
-58.4756,113.119,-62.894
-57.6811,113.609,-62.78
-61.5122,118.563,-64.5475
-53.8521,117.525,-68.6799
-59.2834,125.965,-63.7424
-60.7822,112.553,-65.4189
-58.8959,122.959,-64.2188
-54.6654,121.591,-72.7419
-51.2488,123.876,-66.8199
-54.3837,118.735,-68.526
-54.4172,118.459,-66.9646
-57.2034,125.853,-69.6951
-58.624,116.314,-66.1607
-62.7261,114.836,-71.4187
-52.8465,117.948,-67.1203
-55.7784,122.162,-68.3378
